"﻿n","meaning","cognate_id","cognate_sources","language","lexeme","lexeme_sources"
9885,"left","430","1","Albanian_G","MAJT","1"
9886,"left","563","1","Albanian_Top","MENGER","1"
9887,"left","609","1","Armenian_List","ZAGH (ZARK)","1"
9888,"left","609","1","Armenian_Mod","ʣɑχ","1, 106"
9889,"left","609","56","Classical_Armenian","jax","28"
9890,"left","717","1","Baluchi","CHAP","1"
9891,"left","717","1","Persian_List","CHAP","1"
9892,"left","717","1","Tadzik","CAP","1"
9893,"left","717","1","Wakhi","CUP","1"
9894,"left","791","1","Bengali","BA, BAM","1"
9895,"left","791","1","Hindi","BAYA","1"
9896,"left","791","48","Urdu","bɑjɑ̃","1"
9897,"left","791","48","Oriya","bã","24"
9898,"left","791","48","Bihari","bama","29"
9899,"left","791","48","Assamese","baõ","24"
9900,"left","902","1","Italian","si'nistro","1, 90"
9901,"left","902","1","Ladin","SCHNESTER","1"
9902,"left","902","1","Catalan","si'nistɾə      ","1, 116"
9903,"left","902","70","Latin","sinister","17, 28, 27"
9904,"left","902","56","Romansh","sanester","89"
9905,"left","1026","1","Breton_List","KLEIZ","1"
9906,"left","1026","1","Breton_SE","KLEI","1"
9907,"left","1026","1","Breton_ST","klɛjs","1, 125"
9908,"left","1026","1","Irish_A","CLE","1"
9909,"left","1026","70","Gothic","hleiduma","28"
9910,"left","1026","70","Cornish","kledh","42, 15"
9911,"left","1026","70","Scots_Gaelic","clì","61"
9912,"left","1026","56","Old_Irish","clé","28"
9913,"left","1151","1","Bulgarian","ljaf","1, 110"
9914,"left","1151","1","Byelorussian","LEVY","1"
9915,"left","1151","1","Czech","lɛviː","1, 110"
9916,"left","1151","1","Czech_E","LEVO","1"
9917,"left","1151","1","Lusatian_L","LEWY","1"
9918,"left","1151","1","Lusatian_U","LEWY","1"
9919,"left","1151","1","Macedonian","LEV","1"
9920,"left","1151","1","Polish","ˈlɛvɨ","1, 107"
9921,"left","1151","1","Russian","'lʲevɨj","1, 92, 56"
9922,"left","1151","1","Serbocroatian","LJEVICA","1"
9923,"left","1151","1","Slovak","L AVY","1"
9924,"left","1151","1","Slovenian","LEVIC","1"
9925,"left","1151","1","Ukrainian","LIVYJ, -A - E","1"
9926,"left","1151","48","Old_Church_Slavonic","лѣвъ","44"
9927,"left","1151","47","Ancient_Greek","λαιὀσ","32"
9928,"left","1318","1","Danish","ˈvεnsd̥ʰʁʌ","1, 97"
9929,"left","1318","1","Faroese","VINSTRI","1"
9930,"left","1318","1","Icelandic_ST","VINSTRI","1"
9931,"left","1318","1","Riksmal","VENSTRE","1"
9932,"left","1318","1","Swedish_List","'vɛnstər","1, 121"
9933,"left","1318","1","Swedish_Up","VANSTER","1"
9934,"left","1318","1","Swedish_VL","VINSTAR  VANSTAR","1"
9935,"left","1318","47","Old_English","winestra","28"
9936,"left","1318","48","Singhalese","VAMATA","1"
9937,"left","1318","48","Old_Norse","vinstri","4, 28"
9938,"left","1318","56","Old_High_German","winistar","28"
9939,"left","1396","1","French","goʃ","1, 91"
9940,"left","1396","1","Provencal","GAUCHE, AUCHO","1"
9941,"left","1396","1","Walloon","GOCHE","1"
9942,"left","1504","1","Greek_ML","ARISTEROS","1"
9943,"left","1504","48","Ancient_Greek","aristerós","32, 118"
